area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,_metric
06000,5,51,54,0,2020,A,,29491,527549,114948558170,5614177885,254246994,4190,217892,,0.96,1.65,2.13,1.57,1.52,1.29,1.29,,962,3.4,-22535,-4.1,9729691121,9.2,-375808940,-6.3,-33505734,-11.6,512,13.9,26614,13.9,avg_pay_information
06000,5,54,54,0,2020,A,,161522,1304424,184767132458,12431235267,511224839,2724,141647,,0.79,1.17,1.25,1.10,1.05,1.06,1.06,,5170,3.3,-29554,-2.2,14186652499,8.3,-236511483,-1.9,-30032954,-5.5,265,10.8,13773,10.8,avg_pay_prof_sci_tech
06000,5,31-33,54,0,2020,A,,44156,1263780,138874303618,11119333332,472024254,2113,109888,,0.80,0.89,1.07,0.76,0.78,1.21,1.21,,-383,-0.9,-58675,-4.4,8980416465,6.9,-304913739,-2.7,-37263659,-7.3,224,11.9,11666,11.9,avg_pay_manufacturing
06000,0,10,50,0,2020,A,,1621590,16378059,1301732881932,128757588919,5169255759,1528,79480,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,32173,2.0,-1253430,-7.1,43710139935,3.5,-5577744612,-4.2,-341647906,-6.2,156,11.4,8129,11.4,employment_all_industries
06000,5,51,54,0,2020,A,,29491,527549,114948558170,5614177885,254246994,4190,217892,,0.96,1.65,2.13,1.57,1.52,1.29,1.29,,962,3.4,-22535,-4.1,9729691121,9.2,-375808940,-6.3,-33505734,-11.6,512,13.9,26614,13.9,employment_information
06000,0,10,50,0,2021,A,,1656986,16974870,1455433847557,136240690632,5018911416,1649,85741,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,35396,2.2,596811,3.6,153700965625,11.8,7483101713,5.8,-150344343,-2.9,121,7.9,6261,7.9,avg_pay_all_industries
06000,5,51,54,0,2021,A,,30551,560370,140779797695,6224662268,279377127,4831,251226,,0.89,1.67,2.17,1.59,1.67,1.30,1.30,,1060,3.6,32821,6.2,25831239525,22.5,610484383,10.9,25130133,9.9,641,15.3,33334,15.3,avg_pay_information
06000,5,54,54,0,2021,A,,168465,1352597,209067688993,13336840776,504315860,2972,154568,,0.78,1.16,1.23,1.09,1.05,1.07,1.07,,6943,4.3,48173,3.7,24300556535,13.2,905605509,7.3,-6908979,-1.4,248,9.1,12921,9.1,avg_pay_prof_sci_tech
06000,5,31-33,54,0,2021,A,,44506,1277555,152338558013,11331253660,449701696,2293,119242,,0.80,0.88,1.08,0.76,0.83,1.23,1.23,,350,0.8,13775,1.1,13464254395,9.7,211920328,1.9,-22322558,-4.7,180,8.5,9354,8.5,avg_pay_manufacturing
06000,0,10,50,0,2021,A,,1656986,16974870,1455433847557,136240690632,5018911416,1649,85741,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,35396,2.2,596811,3.6,153700965625,11.8,7483101713,5.8,-150344343,-2.9,121,7.9,6261,7.9,employment_all_industries
06000,5,51,54,0,2021,A,,30551,560370,140779797695,6224662268,279377127,4831,251226,,0.89,1.67,2.17,1.59,1.67,1.30,1.30,,1060,3.6,32821,6.2,25831239525,22.5,610484383,10.9,25130133,9.9,641,15.3,33334,15.3,employment_information
06000,0,10,50,0,2022,A,,1706672,17903539,1511706499616,142082781257,4509699010,1624,84436,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,49686,3.0,928669,5.5,56272652059,3.9,5842090625,4.3,-509212406,-10.1,-25,-1.5,-1305,-1.5,avg_pay_all_industries
06000,5,51,54,0,2022,A,,31286,605857,128873068462,6238212334,250549679,4091,212712,,0.80,1.66,2.02,1.49,1.72,1.21,1.21,,735,2.4,45487,8.1,-11906729233,-8.5,13550066,0.2,-28827448,-10.3,-740,-15.3,-38514,-15.3,avg_pay_information
06000,5,54,54,0,2022,A,,175515,1431640,213446050904,13815141965,445716139,2867,149092,,0.75,1.14,1.20,1.06,1.05,1.06,1.06,,7050,4.2,79043,5.8,4378361911,2.1,478301189,3.6,-58599721,-11.6,-105,-3.5,-5476,-3.5,avg_pay_prof_sci_tech
06000,5,31-33,54,0,2022,A,,45174,1335789,157357673408,11727325480,394664033,2265,117801,,0.80,0.88,1.08,0.76,0.81,1.23,1.23,,668,1.5,58234,4.6,5019115395,3.3,396071820,3.5,-55037663,-12.2,-28,-1.2,-1441,-1.2,avg_pay_manufacturing
06000,0,10,50,0,2022,A,,1706672,17903539,1511706499616,142082781257,4509699010,1624,84436,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,49686,3.0,928669,5.5,56272652059,3.9,5842090625,4.3,-509212406,-10.1,-25,-1.5,-1305,-1.5,employment_all_industries
06000,5,51,54,0,2022,A,,31286,605857,128873068462,6238212334,250549679,4091,212712,,0.80,1.66,2.02,1.49,1.72,1.21,1.21,,735,2.4,45487,8.1,-11906729233,-8.5,13550066,0.2,-28827448,-10.3,-740,-15.3,-38514,-15.3,employment_information
06000,0,10,50,0,2023,A,,1751430,18002893,1575072077587,138989821085,4282742483,1682,87490,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,44758,2.6,99354,0.6,63365577971,4.2,-3092960172,-2.2,-226956527,-5.0,58,3.6,3054,3.6,avg_pay_all_industries
06000,5,51,54,0,2023,A,,31707,558978,134745220069,5654469277,213107895,4636,241056,,0.75,1.60,2.05,1.45,1.70,1.29,1.29,,421,1.3,-46879,-7.7,5872151607,4.6,-583743057,-9.4,-37441784,-14.9,545,13.3,28344,13.3,avg_pay_information
06000,5,54,54,0,2023,A,,180610,1414626,218028435995,13260846752,414671073,2964,154124,,0.73,1.12,1.18,1.05,1.06,1.05,1.05,,5095,2.9,-17014,-1.2,4582385091,2.1,-554295213,-4.0,-31045066,-7.0,97,3.4,5032,3.4,avg_pay_prof_sci_tech
06000,5,31-33,54,0,2023,A,,45579,1329590,164267291310,11446689651,362405237,2376,123547,,0.79,0.88,1.09,0.77,0.81,1.24,1.24,,405,0.9,-6199,-0.5,6909617902,4.4,-280635829,-2.4,-32258796,-8.2,111,4.9,5746,4.9,avg_pay_manufacturing
06000,0,10,50,0,2023,A,,1751430,18002893,1575072077587,138989821085,4282742483,1682,87490,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,44758,2.6,99354,0.6,63365577971,4.2,-3092960172,-2.2,-226956527,-5.0,58,3.6,3054,3.6,employment_all_industries
06000,5,51,54,0,2023,A,,31707,558978,134745220069,5654469277,213107895,4636,241056,,0.75,1.60,2.05,1.45,1.70,1.29,1.29,,421,1.3,-46879,-7.7,5872151607,4.6,-583743057,-9.4,-37441784,-14.9,545,13.3,28344,13.3,employment_information
06000,0,10,50,0,2024,A,,1850051,18183696,1675532109291,138361469610,4454672450,1772,92145,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,98621,5.6,180803,1.0,100460031704,6.4,-628351475,-0.5,171929967,4.0,90,5.4,4655,5.3,avg_pay_all_industries
06000,5,51,54,0,2024,A,,31052,537780,154513434989,5475842606,223778492,5525,287317,,0.69,1.58,2.13,1.45,1.62,1.35,1.35,,-655,-2.1,-21198,-3.8,19768214920,14.7,-178626671,-3.2,10670597,5.0,889,19.2,46261,19.2,avg_pay_information
06000,5,54,54,0,2024,A,,183554,1408800,235669171045,13294792156,445850131,3217,167284,,0.69,1.11,1.19,1.06,1.06,1.07,1.07,,2944,1.6,-5826,-0.4,17640735050,8.1,33945404,0.3,31179058,7.5,253,8.5,13160,8.5,avg_pay_prof_sci_tech
06000,5,31-33,54,0,2024,A,,44838,1247594,152790111448,10740867526,355796750,2355,122468,,0.74,0.84,0.98,0.73,0.80,1.18,1.18,,-741,-1.6,-81996,-6.2,-11477179862,-7.0,-705822125,-6.2,-6608487,-1.8,-21,-0.9,-1079,-0.9,avg_pay_manufacturing
06000,0,10,50,0,2024,A,,1850051,18183696,1675532109291,138361469610,4454672450,1772,92145,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,98621,5.6,180803,1.0,100460031704,6.4,-628351475,-0.5,171929967,4.0,90,5.4,4655,5.3,employment_all_industries
06000,5,51,54,0,2024,A,,31052,537780,154513434989,5475842606,223778492,5525,287317,,0.69,1.58,2.13,1.45,1.62,1.35,1.35,,-655,-2.1,-21198,-3.8,19768214920,14.7,-178626671,-3.2,10670597,5.0,889,19.2,46261,19.2,employment_information
06000,0,10,50,0,2025,A,,1948862,18216254,1766001927868,137229283059,4795809708,1864,96946,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,98811,5.3,32558,0.2,90469818577,5.4,-1132186551,-0.8,341137258,7.7,92,5.2,4801,5.2,avg_pay_all_industries
06000,5,51,54,0,2025,A,,31152,524441,172776205285,5260097840,239193519,6336,329448,,0.65,1.57,2.21,1.41,1.51,1.40,1.40,,100,0.3,-13339,-2.5,18262770296,11.8,-215744766,-3.9,15415027,6.9,811,14.7,42131,14.7,avg_pay_information
06000,5,54,54,0,2025,A,,192175,1387013,254360496380,13040270952,495570832,3527,183387,,0.68,1.10,1.21,1.05,1.04,1.10,1.10,,8621,4.7,-21787,-1.5,18691325335,7.9,-254521204,-1.9,49720701,11.2,310,9.6,16103,9.6,avg_pay_prof_sci_tech
06000,5,31-33,54,0,2025,A,,44954,1216214,160901639128,10463878455,377870489,2544,132297,,0.70,0.83,0.99,0.73,0.81,1.20,1.20,,116,0.3,-31380,-2.5,8111527680,5.3,-276989071,-2.6,22073739,6.2,189,8.0,9829,8.0,avg_pay_manufacturing
06000,0,10,50,0,2025,A,,1948862,18216254,1766001927868,137229283059,4795809708,1864,96946,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,98811,5.3,32558,0.2,90469818577,5.4,-1132186551,-0.8,341137258,7.7,92,5.2,4801,5.2,employment_all_industries
06000,5,51,54,0,2025,A,,31152,524441,172776205285,5260097840,239193519,6336,329448,,0.65,1.57,2.21,1.41,1.51,1.40,1.40,,100,0.3,-13339,-2.5,18262770296,11.8,-215744766,-3.9,15415027,6.9,811,14.7,42131,14.7,employment_information
48000,0,10,50,0,2015,A,,639721,11655919,632692811685,105497323480,2532908328,1044,54281,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,16177,2.6,276735,2.4,27119476672,4.5,3087162152,3.0,-113298093,-4.3,21,2.1,1063,2.0,avg_pay_all_industries
48000,5,51,54,0,2015,A,,8812,200735,16022591836,2166531369,82672502,1535,79820,,0.86,0.87,0.71,0.75,1.08,0.82,0.82,,-338,-3.7,-2164,-1.1,451917409,2.9,631029,0.0,-6752171,-7.6,59,4.0,3079,4.0,avg_pay_information
48000,5,54,54,0,2015,A,,83704,708706,62741334313,8217735972,236187034,1702,88529,,1.09,0.98,0.95,0.93,1.08,0.96,0.96,,3159,3.9,29972,4.4,3955675317,6.7,333046373,4.2,-7985882,-3.3,36,2.2,1918,2.2,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2015,A,,23461,877939,63939327707,9515868638,265607743,1401,72829,,1.03,0.85,0.94,0.77,0.83,1.10,1.10,,421,1.8,-8840,-1.0,810323109,1.3,-79749561,-0.8,-13178062,-4.7,32,2.3,1640,2.3,avg_pay_manufacturing
48000,0,10,50,0,2015,A,,639721,11655919,632692811685,105497323480,2532908328,1044,54281,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,16177,2.6,276735,2.4,27119476672,4.5,3087162152,3.0,-113298093,-4.3,21,2.1,1063,2.0,employment_all_industries
48000,5,51,54,0,2015,A,,8812,200735,16022591836,2166531369,82672502,1535,79820,,0.86,0.87,0.71,0.75,1.08,0.82,0.82,,-338,-3.7,-2164,-1.1,451917409,2.9,631029,0.0,-6752171,-7.6,59,4.0,3079,4.0,employment_information
48000,0,10,50,0,2016,A,,658759,11805698,641439466502,106189244104,2419955446,1045,54333,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,19038,3.0,149779,1.3,8746654817,1.4,691920624,0.7,-112952882,-4.5,1,0.1,52,0.1,avg_pay_all_industries
48000,5,51,54,0,2016,A,,9217,202077,16422479723,2157904764,73723243,1563,81268,,0.87,0.87,0.71,0.74,1.00,0.81,0.81,,405,4.6,1342,0.7,399887887,2.5,-8626605,-0.4,-8949259,-10.8,28,1.8,1448,1.8,avg_pay_information
48000,5,54,54,0,2016,A,,86714,726921,65028834315,8366355399,235265297,1720,89458,,1.10,0.99,0.96,0.94,1.11,0.97,0.97,,3010,3.6,18215,2.6,2287500002,3.6,148619427,1.8,-921737,-0.4,18,1.1,929,1.0,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2016,A,,23778,845164,61810005786,9065735504,257133197,1406,73134,,1.02,0.83,0.92,0.74,0.86,1.11,1.11,,317,1.4,-32775,-3.7,-2129321921,-3.3,-450133134,-4.7,-8474546,-3.2,5,0.4,305,0.4,avg_pay_manufacturing
48000,0,10,50,0,2016,A,,658759,11805698,641439466502,106189244104,2419955446,1045,54333,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,19038,3.0,149779,1.3,8746654817,1.4,691920624,0.7,-112952882,-4.5,1,0.1,52,0.1,employment_all_industries
48000,5,51,54,0,2016,A,,9217,202077,16422479723,2157904764,73723243,1563,81268,,0.87,0.87,0.71,0.74,1.00,0.81,0.81,,405,4.6,1342,0.7,399887887,2.5,-8626605,-0.4,-8949259,-10.8,28,1.8,1448,1.8,employment_information
48000,0,10,50,0,2017,A,,677345,12014802,670360614864,109291849326,2825521829,1073,55795,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,18586,2.8,209104,1.8,28921148362,4.5,3102605222,2.9,405566383,16.8,28,2.7,1462,2.7,avg_pay_all_industries
48000,5,51,54,0,2017,A,,9521,201873,17036900030,2141516471,76578069,1623,84394,,0.85,0.87,0.69,0.72,0.90,0.79,0.79,,304,3.3,-204,-0.1,614420307,3.7,-16388293,-0.8,2854826,3.9,60,3.8,3126,3.8,avg_pay_information
48000,5,54,54,0,2017,A,,89201,743806,67850310207,8644569953,280715207,1754,91220,,1.09,0.99,0.96,0.95,1.14,0.97,0.97,,2487,2.9,16885,2.3,2821475892,4.3,278214554,3.3,45449910,19.3,34,2.0,1762,2.0,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2017,A,,24275,851513,64555923615,9195836446,312753719,1458,75813,,1.02,0.82,0.93,0.74,0.90,1.13,1.13,,497,2.1,6349,0.8,2745917829,4.4,130100942,1.4,55620522,21.6,52,3.7,2679,3.7,avg_pay_manufacturing
48000,0,10,50,0,2017,A,,677345,12014802,670360614864,109291849326,2825521829,1073,55795,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,18586,2.8,209104,1.8,28921148362,4.5,3102605222,2.9,405566383,16.8,28,2.7,1462,2.7,employment_all_industries
48000,5,51,54,0,2017,A,,9521,201873,17036900030,2141516471,76578069,1623,84394,,0.85,0.87,0.69,0.72,0.90,0.79,0.79,,304,3.3,-204,-0.1,614420307,3.7,-16388293,-0.8,2854826,3.9,60,3.8,3126,3.8,employment_information
48000,0,10,50,0,2018,A,,695268,12302358,710420105638,114044043100,2461736845,1111,57747,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,17923,2.6,287556,2.4,40059490774,6.0,4752193774,4.3,-363784984,-12.9,38,3.5,1952,3.5,avg_pay_all_industries
48000,5,51,54,0,2018,A,,9828,203822,17749786074,2188730243,67441094,1675,87085,,0.82,0.86,0.65,0.71,0.87,0.76,0.76,,307,3.2,1949,1.0,712886044,4.2,47213772,2.2,-9136975,-11.9,52,3.2,2691,3.2,avg_pay_information
48000,5,54,54,0,2018,A,,92553,783346,74076318890,9171671463,252080702,1819,94564,,1.09,1.00,0.97,0.95,1.14,0.97,0.97,,3352,3.8,39540,5.3,6226008683,9.2,527101510,6.1,-28634505,-10.2,65,3.7,3344,3.7,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2018,A,,24758,879509,68292112110,9679322303,269182023,1493,77648,,1.01,0.83,0.93,0.74,0.89,1.12,1.12,,483,2.0,27996,3.3,3736188495,5.8,483485857,5.3,-43571696,-13.9,35,2.4,1835,2.4,avg_pay_manufacturing
48000,0,10,50,0,2018,A,,695268,12302358,710420105638,114044043100,2461736845,1111,57747,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,17923,2.6,287556,2.4,40059490774,6.0,4752193774,4.3,-363784984,-12.9,38,3.5,1952,3.5,employment_all_industries
48000,5,51,54,0,2018,A,,9828,203822,17749786074,2188730243,67441094,1675,87085,,0.82,0.86,0.65,0.71,0.87,0.76,0.76,,307,3.2,1949,1.0,712886044,4.2,47213772,2.2,-9136975,-11.9,52,3.2,2691,3.2,employment_information
48000,0,10,50,0,2019,A,,714982,12590406,752827549706,117042924238,2321003984,1150,59794,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,19714,2.8,288048,2.3,42407444068,6.0,2998881138,2.6,-140732861,-5.7,39,3.5,2047,3.5,avg_pay_all_industries
48000,5,51,54,0,2019,A,,10627,208591,18952054661,2261916158,66382532,1747,90857,,0.82,0.86,0.65,0.70,0.90,0.75,0.75,,799,8.1,4769,2.3,1202268587,6.8,73185915,3.3,-1058562,-1.6,72,4.3,3772,4.3,avg_pay_information
48000,5,54,54,0,2019,A,,97095,824718,80100490789,9739842484,252726138,1868,97125,,1.10,1.02,0.97,0.98,1.19,0.96,0.96,,4542,4.9,41372,5.3,6024171899,8.1,568171021,6.2,645436,0.3,49,2.7,2561,2.7,avg_pay_prof_sci_tech
